LED Item ,M365L2-C1,,,M365LP1-C1,,,M385L2-C1,,,M385LP1-C1,,,M405L3-C1,,,M405LP1-C1,,,M455L3-C1,,,M470L3-C1,,,M505L3-C1,,,M530L3-C1,,,M590L3-C1,,,M617L3-C1,,,M625L3-C1,,,M660L4-C1,,,M730L4-C1,,,M780L3-C1,,,M810L3-C1,,,M850L3-C1,,,M940L3-C1,,,MCWHL5-C1,
Approximate Total Beam Power with Collimation Adapter for Olympus BX and IX Microscopes (mW),120,,,505,,,170,,,795,,,665,,,750,,,500,,,350,,,210,,,170,,,80,,,320,,,380,,,590,,,240,,,210,,,245,,,480,,,430,,,440,
Scaling Constant,1.23E+01,,,3.76E+01,,,1.35E+01,,,5.92E+01,,,2.90E+01,,,4.58E+01,,,2.08E+01,,,1.66E+01,,,5.49E+00,,,4.09E+00,,,5.38E+00,,,1.74E+01,,,1.98E+01,,,2.31E+01,,,5.82E+00,,,5.61E+00,,,6.73E+00,,,1.39E+01,,,5.87E+00,,,8.26E+00,
Spectra,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm)
,664.31773,8.62E-03,,869.291551,-4.77E-02,,664.31773,3.04E-02,,869.291551,-1.35E-01,,869.5013,0.00E+00,,869.291551,-6.79E-02,,666.49757,2.07E-04,,863.97,-3.78E-02,,664.31773,2.15E-03,,863.97,-6.35E-03,,863.97,-1.74E-02,,666.49757,1.46E-04,,666.49757,1.03E-04,,869.29155,-4.16E-02,,869.291551,-1.80E-03,,986.83065,2.84E-02,,869.291551,1.01E-02,,986.67873,4.17E-04,,986.83065,3.52E-01,,869.29155,-3.97E-03
,664.4407,0.00E+00,,869.5314005,-3.17E-03,,664.4407,0.00E+00,,869.5314005,-3.02E-02,,869.74129,0.00E+00,,869.5314005,4.64E-02,,666.61802,1.90E-04,,864.21,3.44E-02,,664.4407,6.47E-03,,864.21,-2.65E-03,,864.21,1.13E-02,,666.61802,1.30E-04,,666.61802,5.71E-05,,869.5314,2.12E-02,,869.5314005,1.39E-04,,986.99914,3.80E-02,,869.5314005,3.20E-02,,986.8483,0.00E+00,,986.99914,3.45E-01,,869.5314,9.75E-03
,664.56368,1.53E-02,,869.7712568,-1.40E-02,,664.56368,9.39E-03,,869.7712568,-1.06E-01,,869.9813,0.00E+00,,869.7712568,-5.23E-02,,666.73848,1.85E-04,,864.45,-1.32E-02,,664.56368,1.84E-03,,864.45,-8.33E-03,,864.45,-8.16E-03,,666.73848,1.54E-04,,666.73848,2.54E-05,,869.77126,-2.15E-02,,869.7712568,2.44E-03,,987.16764,4.08E-02,,869.7712568,1.29E-02,,987.01787,4.17E-04,,987.16764,3.37E-01,,869.77126,-9.25E-03
,664.68666,0.00E+00,,870.0111201,-4.74E-03,,664.68666,0.00E+00,,870.0111201,2.44E-02,,870.22131,0.00E+00,,870.0111201,4.21E-02,,666.85893,1.91E-04,,864.69,2.10E-02,,664.68666,9.76E-03,,864.69,-2.39E-03,,864.69,7.05E-03,,666.85893,1.82E-04,,666.85893,4.43E-05,,870.01112,3.26E-02,,870.0111201,1.62E-02,,987.33613,3.85E-02,,870.0111201,1.17E-02,,987.18745,0.00E+00,,987.33613,3.30E-01,,870.01112,4.24E-03
,664.80966,0.00E+00,,870.2509901,-5.85E-03,,664.80966,1.79E-02,,870.2509901,-6.89E-02,,870.46133,0.00E+00,,870.2509901,-6.38E-02,,666.97939,2.01E-04,,864.93,-2.04E-02,,664.80966,8.67E-03,,864.93,-2.12E-03,,864.93,-4.14E-03,,666.97939,1.83E-04,,666.97939,7.62E-05,,870.25099,-2.50E-02,,870.2509901,-9.03E-03,,987.50462,3.07E-02,,870.2509901,3.04E-02,,987.35702,4.17E-04,,987.50462,3.24E-01,,870.25099,-7.93E-03
,664.93266,0.00E+00,,870.490867,-2.36E-02,,664.93266,0.00E+00,,870.490867,4.87E-02,,870.70136,0.00E+00,,870.490867,3.31E-02,,667.09985,2.09E-04,,865.17,1.93E-02,,664.93266,9.00E-03,,865.17,-1.22E-02,,865.17,-1.27E-02,,667.09985,1.67E-04,,667.09985,9.94E-05,,870.49087,9.76E-03,,870.490867,-5.50E-03,,987.67312,2.78E-02,,870.490867,1.42E-02,,987.5266,3.71E-04,,987.67312,3.18E-01,,870.49087,8.04E-03
,665.05568,9.06E-03,,870.7307507,1.40E-03,,665.05568,2.17E-02,,870.7307507,-1.36E-01,,870.9414,0.00E+00,,870.7307507,-4.58E-02,,667.22032,1.81E-04,,865.41,-4.56E-02,,665.05568,1.29E-02,,865.41,-5.29E-03,,865.41,-7.99E-03,,667.22032,1.55E-04,,667.22032,1.29E-04,,870.73075,-2.89E-02,,870.7307507,-1.04E-02,,987.84161,3.08E-02,,870.7307507,-3.60E-03,,987.69619,6.96E-04,,987.84161,3.13E-01,,870.73075,-1.21E-02
,665.1787,0.00E+00,,870.9706413,1.04E-02,,665.1787,0.00E+00,,870.9706413,2.30E-02,,871.18144,0.00E+00,,870.9706413,4.05E-02,,667.34078,1.76E-04,,865.65,-1.40E-03,,665.1787,3.53E-03,,865.65,-3.05E-03,,865.65,-5.01E-03,,667.34078,1.51E-04,,667.34078,1.37E-04,,870.97064,2.16E-02,,870.9706413,7.00E-03,,988.01011,3.59E-02,,870.9706413,4.51E-02,,987.86577,0.00E+00,,988.01011,3.06E-01,,870.97064,1.26E-02
,665.30173,3.07E-03,,871.2105387,-2.81E-02,,665.30173,2.77E-02,,871.2105387,-9.08E-02,,871.42149,0.00E+00,,871.2105387,-6.10E-02,,667.46125,1.83E-04,,865.89,9.80E-03,,665.30173,4.49E-03,,865.89,-1.86E-03,,865.89,-3.96E-03,,667.46125,1.64E-04,,667.46125,1.44E-04,,871.21054,-3.47E-02,,871.2105387,-7.36E-03,,988.1786,2.11E-02,,871.2105387,1.15E-02,,988.03536,4.17E-04,,988.1786,3.01E-01,,871.21054,-1.13E-02
,665.42478,0.00E+00,,871.4504429,-1.35E-03,,665.42478,0.00E+00,,871.4504429,2.09E-02,,871.66155,0.00E+00,,871.4504429,3.78E-02,,667.58171,1.85E-04,,866.13,8.68E-03,,665.42478,4.62E-03,,866.13,7.91E-03,,866.13,-6.94E-03,,667.58171,1.46E-04,,667.58171,1.33E-04,,871.45044,1.82E-02,,871.4504429,1.53E-02,,988.3471,3.81E-02,,871.4504429,2.11E-03,,988.20494,0.00E+00,,988.3471,2.95E-01,,871.45044,1.71E-02
,665.54783,0.00E+00,,871.6903539,-5.67E-02,,665.54783,2.37E-02,,871.6903539,-8.28E-02,,871.90162,0.00E+00,,871.6903539,-5.61E-02,,667.70218,1.72E-04,,866.37,-1.26E-02,,665.54783,5.42E-03,,866.37,-5.03E-03,,866.37,-3.26E-03,,667.70218,1.69E-04,,667.70218,1.08E-04,,871.69035,-4.34E-02,,871.6903539,-6.55E-03,,988.5156,2.55E-02,,871.6903539,1.38E-03,,988.37453,1.39E-04,,988.5156,2.89E-01,,871.69035,-7.17E-03
,665.67089,0.00E+00,,871.9302717,1.11E-02,,665.67089,0.00E+00,,871.9302717,-7.54E-02,,872.1417,0.00E+00,,871.9302717,4.28E-02,,667.82265,1.51E-04,,866.61,3.83E-02,,665.67089,9.93E-03,,866.61,3.16E-03,,866.61,1.74E-02,,667.82265,1.72E-04,,667.82265,8.46E-05,,871.93027,4.16E-02,,871.9302717,-2.45E-03,,988.6841,3.64E-02,,871.9302717,1.97E-02,,988.54413,9.28E-05,,988.6841,2.83E-01,,871.93027,8.51E-03
,665.79396,8.50E-04,,872.1701964,-5.19E-03,,665.79396,1.81E-02,,872.1701964,-1.67E-01,,872.38178,0.00E+00,,872.1701964,-6.04E-02,,667.94312,1.62E-04,,866.85,-1.93E-02,,665.79396,6.69E-03,,866.85,3.82E-03,,866.85,-4.14E-03,,667.94312,1.96E-04,,667.94312,4.23E-05,,872.1702,-2.52E-02,,872.1701964,-2.85E-03,,988.8526,3.34E-02,,872.1701964,-1.13E-02,,988.71372,4.17E-04,,988.8526,2.75E-01,,872.1702,-8.81E-04
,665.91704,0.00E+00,,872.4101278,-8.51E-03,,665.91704,0.00E+00,,872.4101278,5.38E-02,,872.62187,0.00E+00,,872.4101278,3.85E-02,,668.0636,1.88E-04,,867.09,2.71E-02,,665.91704,1.31E-02,,867.09,-3.97E-03,,867.09,-8.16E-04,,668.0636,1.83E-04,,668.0636,7.18E-05,,872.41013,-6.50E-03,,872.4101278,-7.70E-03,,989.0211,3.26E-02,,872.4101278,2.98E-02,,988.88332,3.71E-04,,989.0211,2.67E-01,,872.41013,4.64E-03
,666.04014,2.18E-03,,872.6500661,-6.04E-02,,666.04014,3.99E-03,,872.6500661,-9.64E-02,,872.86197,0.00E+00,,872.6500661,-6.81E-02,,668.18407,2.00E-04,,867.32,-2.83E-02,,666.04014,3.87E-03,,867.32,2.53E-04,,867.32,-7.11E-03,,668.18407,1.82E-04,,668.18407,9.50E-05,,872.65007,-2.45E-02,,872.6500661,5.09E-03,,989.1896,2.69E-02,,872.6500661,9.06E-03,,989.05292,4.17E-04,,989.1896,2.58E-01,,872.65007,-4.05E-04
,666.16324,0.00E+00,,872.8900111,-9.71E-03,,666.16324,0.00E+00,,872.8900111,-4.52E-02,,873.10208,0.00E+00,,872.8900111,3.30E-02,,668.30455,1.95E-04,,867.56,-2.94E-02,,666.16324,9.27E-03,,867.56,-3.44E-03,,867.56,-1.80E-02,,668.30455,1.79E-04,,668.30455,1.40E-04,,872.89001,2.84E-02,,872.8900111,5.56E-03,,989.3581,3.02E-02,,872.8900111,2.27E-02,,989.22252,0.00E+00,,989.3581,2.50E-01,,872.89001,6.75E-03
,666.28635,9.06E-03,,873.129963,-1.74E-02,,666.28635,1.53E-02,,873.129963,-2.04E-02,,873.34219,0.00E+00,,873.129963,-6.17E-02,,668.42503,1.70E-04,,867.8,-1.20E-02,,666.28635,1.22E-03,,867.8,-5.03E-03,,867.8,7.05E-03,,668.42503,1.81E-04,,668.42503,1.23E-04,,873.12996,2.06E-03,,873.129963,-2.54E-03,,989.5266,2.39E-02,,873.129963,-1.74E-02,,989.39212,4.17E-04,,989.5266,2.42E-01,,873.12996,-4.94E-02
,666.40947,0.00E+00,,873.3699216,-7.82E-03,,666.40947,0.00E+00,,873.3699216,9.84E-02,,873.58231,0.00E+00,,873.3699216,3.07E-02,,668.54551,1.53E-04,,868.04,2.04E-02,,666.40947,3.06E-03,,868.04,-1.10E-05,,868.04,1.98E-03,,668.54551,1.69E-04,,668.54551,1.29E-04,,873.36992,5.01E-04,,873.3699216,2.21E-03,,989.6951,3.28E-02,,873.3699216,1.81E-02,,989.56173,9.28E-05,,989.6951,2.33E-01,,873.36992,5.24E-02
,666.53259,5.95E-03,,873.6098871,-4.00E-02,,666.53259,3.48E-02,,873.6098871,-1.24E-01,,873.82244,0.00E+00,,873.6098871,-6.71E-02,,668.66599,1.53E-04,,868.28,-2.49E-02,,666.53259,1.27E-02,,868.28,-4.90E-03,,868.28,-1.11E-02,,668.66599,1.61E-04,,668.66599,1.14E-04,,873.60989,-3.90E-02,,873.6098871,-4.87E-03,,989.86361,3.20E-02,,873.6098871,-1.15E-02,,989.73134,0.00E+00,,989.86361,2.27E-01,,873.60989,-6.79E-03
,666.65573,0.00E+00,,873.8498593,5.22E-02,,666.65573,0.00E+00,,873.8498593,-8.40E-03,,874.06258,0.00E+00,,873.8498593,2.75E-02,,668.78647,1.68E-04,,868.52,3.50E-02,,666.65573,4.00E-03,,868.52,-6.22E-03,,868.52,-4.66E-03,,668.78647,1.65E-04,,668.78647,1.08E-04,,873.84986,2.86E-02,,873.8498593,2.28E-02,,990.03211,2.97E-02,,873.8498593,2.08E-02,,989.90095,0.00E+00,,990.03211,2.19E-01,,873.84986,9.09E-03
,666.77888,0.00E+00,,874.0898383,-3.41E-02,,666.77888,6.57E-03,,874.0898383,-6.43E-02,,874.30272,0.00E+00,,874.0898383,-5.34E-02,,668.90696,1.84E-04,,868.76,-2.32E-02,,666.77888,6.36E-03,,868.76,-1.33E-03,,868.76,-1.18E-02,,668.90696,1.94E-04,,668.90696,1.29E-04,,874.08984,-2.23E-02,,874.0898383,-3.73E-03,,990.20061,3.04E-02,,874.0898383,-3.88E-04,,990.07056,1.39E-04,,990.20061,2.17E-01,,874.08984,-8.35E-03
,666.90204,0.00E+00,,874.329824,-1.48E-02,,666.90204,0.00E+00,,874.329824,-1.70E-03,,874.54288,0.00E+00,,874.329824,2.99E-02,,669.02744,1.94E-04,,869,2.60E-02,,666.90204,4.00E-03,,869,1.97E-03,,869,7.05E-03,,669.02744,1.74E-04,,669.02744,1.31E-04,,874.32982,3.14E-02,,874.329824,1.62E-02,,990.36912,3.99E-02,,874.329824,1.73E-02,,990.24017,9.28E-05,,990.36912,2.08E-01,,874.32982,1.38E-02
,667.02521,2.40E-03,,874.5698166,-5.71E-02,,667.02521,1.64E-02,,874.5698166,-1.24E-01,,874.78304,0.00E+00,,874.5698166,-7.07E-02,,669.14793,1.98E-04,,869.24,-3.16E-02,,667.02521,9.16E-03,,869.24,-7.14E-03,,869.24,-5.19E-03,,669.14793,1.94E-04,,669.14793,1.48E-04,,874.56982,-7.48E-03,,874.5698166,-1.01E-02,,990.53763,2.53E-02,,874.5698166,1.62E-02,,990.40979,4.17E-04,,990.53763,2.07E-01,,874.56982,-1.46E-02
,667.14838,1.78E-03,,874.8098159,-2.38E-02,,667.14838,0.00E+00,,874.8098159,1.48E-02,,875.0232,0.00E+00,,874.8098159,2.97E-02,,669.26842,2.03E-04,,869.48,1.15E-02,,667.14838,1.66E-02,,869.48,-2.26E-03,,869.48,1.28E-03,,669.26842,1.66E-04,,669.26842,1.18E-04,,874.80982,1.47E-02,,874.8098159,7.67E-03,,990.70613,3.06E-02,,874.8098159,-1.29E-02,,990.57941,0.00E+00,,990.70613,1.99E-01,,874.80982,1.65E-02
,667.27157,9.72E-03,,875.0498219,-5.49E-03,,667.27157,2.42E-02,,875.0498219,-1.71E-01,,875.26338,0.00E+00,,875.0498219,-6.07E-02,,669.38891,1.89E-04,,869.72,-9.80E-03,,667.27157,1.87E-02,,869.72,-7.40E-03,,869.72,-5.54E-03,,669.38891,1.92E-04,,669.38891,1.56E-04,,875.04982,-1.01E-02,,875.0498219,2.65E-03,,990.87464,3.00E-02,,875.0498219,1.64E-02,,990.74903,1.39E-04,,990.87464,1.98E-01,,875.04982,-1.42E-02
,667.39477,0.00E+00,,875.2898348,-1.75E-02,,667.39477,0.00E+00,,875.2898348,-1.71E-02,,875.50356,0.00E+00,,875.2898348,3.47E-02,,669.50941,1.72E-04,,869.96,-1.32E-02,,667.39477,7.73E-03,,869.96,-3.84E-03,,869.96,3.38E-03,,669.50941,1.65E-04,,669.50941,1.86E-04,,875.28983,1.91E-02,,875.2898348,-1.54E-03,,991.04315,3.33E-02,,875.2898348,4.56E-03,,990.91865,9.28E-05,,991.04315,1.93E-01,,875.28983,4.67E-03
,667.51797,7.06E-03,,875.5298543,-3.76E-02,,667.51797,1.89E-02,,875.5298543,-1.40E-01,,875.74375,0.00E+00,,875.5298543,-7.37E-02,,669.6299,1.68E-04,,870.2,-2.38E-02,,667.51797,1.38E-02,,870.2,-5.69E-03,,870.2,-6.76E-03,,669.6299,1.73E-04,,669.6299,2.22E-04,,875.52985,-3.17E-02,,875.5298543,6.82E-03,,991.21166,3.37E-02,,875.5298543,-3.04E-02,,991.08827,1.39E-04,,991.21166,1.93E-01,,875.52985,-1.17E-02
,667.64119,0.00E+00,,875.7698807,1.39E-02,,667.64119,0.00E+00,,875.7698807,5.12E-02,,875.98395,0.00E+00,,875.7698807,3.54E-02,,669.7504,1.60E-04,,870.44,7.00E-03,,667.64119,8.67E-03,,870.44,1.05E-03,,870.44,5.83E-04,,669.7504,1.60E-04,,669.7504,1.84E-04,,875.76988,1.48E-02,,875.7698807,5.12E-03,,991.38017,3.23E-02,,875.7698807,3.38E-02,,991.2579,9.28E-05,,991.38017,1.91E-01,,875.76988,9.83E-03
,667.76441,8.17E-03,,876.0099137,-3.32E-02,,667.76441,2.37E-02,,876.0099137,-6.41E-02,,876.22416,0.00E+00,,876.0099137,-8.24E-02,,669.87089,1.98E-04,,870.68,-3.11E-02,,667.76441,1.10E-02,,870.68,4.87E-03,,870.68,-8.51E-03,,669.87089,1.69E-04,,669.87089,1.18E-04,,876.00991,-2.98E-02,,876.0099137,-9.79E-03,,991.54868,4.03E-02,,876.0099137,2.17E-03,,991.42753,4.17E-04,,991.54868,1.94E-01,,876.00991,-1.26E-02
,667.88765,0.00E+00,,876.2499536,-1.25E-02,,667.88765,0.00E+00,,876.2499536,8.22E-02,,876.46437,0.00E+00,,876.2499536,3.89E-02,,669.99139,1.89E-04,,870.92,1.09E-02,,667.88765,5.40E-03,,870.92,3.85E-04,,870.92,5.13E-03,,669.99139,1.64E-04,,669.99139,9.09E-05,,876.24995,1.93E-02,,876.2499536,2.00E-03,,991.71719,3.39E-02,,876.2499536,-1.20E-04,,991.59716,9.28E-05,,991.71719,1.96E-01,,876.24995,-2.38E-03
,668.01089,1.04E-02,,876.4900001,-4.52E-02,,668.01089,2.33E-02,,876.4900001,-1.14E-01,,876.7046,0.00E+00,,876.4900001,-6.55E-02,,670.11189,2.05E-04,,871.16,-2.44E-02,,668.01089,9.65E-03,,871.16,-4.24E-03,,871.16,-1.11E-02,,670.11189,1.82E-04,,670.11189,8.25E-05,,876.49,-2.91E-02,,876.4900001,-1.33E-02,,991.8857,3.27E-02,,876.4900001,-7.59E-03,,991.7668,1.39E-04,,991.8857,2.01E-01,,876.49,-1.08E-02
,668.13415,0.00E+00,,876.7300534,-8.92E-03,,668.13415,0.00E+00,,876.7300534,1.32E-02,,876.94483,0.00E+00,,876.7300534,2.62E-02,,670.23239,1.86E-04,,871.4,1.96E-03,,668.13415,1.21E-02,,871.4,1.97E-03,,871.4,3.21E-03,,670.23239,1.70E-04,,670.23239,1.01E-04,,876.73005,7.37E-03,,876.7300534,-1.26E-03,,992.05421,3.47E-02,,876.7300534,8.20E-03,,991.93643,9.28E-05,,992.05421,2.05E-01,,876.73005,2.26E-02
,668.25741,6.29E-04,,876.9701134,-4.17E-02,,668.25741,1.48E-02,,876.9701134,-1.16E-01,,877.18506,0.00E+00,,876.9701134,-6.40E-02,,670.3529,1.70E-04,,871.64,3.33E-02,,668.25741,1.06E-02,,871.64,-3.97E-03,,871.64,-9.91E-04,,670.3529,1.76E-04,,670.3529,1.06E-04,,876.97011,-3.35E-02,,876.9701134,-2.38E-02,,992.22272,3.06E-02,,876.9701134,2.69E-03,,992.10607,4.17E-04,,992.22272,2.05E-01,,876.97011,-2.16E-03
,668.38068,0.00E+00,,877.2101802,4.81E-03,,668.38068,2.59E-03,,877.2101802,2.58E-03,,877.42531,0.00E+00,,877.2101802,4.73E-02,,670.4734,1.83E-04,,871.88,1.20E-02,,668.38068,9.16E-03,,871.88,-5.03E-03,,871.88,-4.14E-03,,670.4734,1.60E-04,,670.4734,1.46E-04,,877.21018,1.39E-02,,877.2101802,9.33E-03,,992.39124,3.98E-02,,877.2101802,2.37E-02,,992.27571,0.00E+00,,992.39124,2.07E-01,,877.21018,2.06E-02
,668.50396,5.07E-03,,877.4502537,-2.81E-02,,668.50396,3.75E-03,,877.4502537,-6.10E-02,,877.66556,0.00E+00,,877.4502537,-6.05E-02,,670.59391,1.58E-04,,872.12,-3.08E-03,,668.50396,1.84E-03,,872.12,-1.03E-02,,872.12,-9.04E-03,,670.59391,1.62E-04,,670.59391,1.56E-04,,877.45025,-1.14E-02,,877.4502537,1.30E-02,,992.55975,3.35E-02,,877.4502537,-9.54E-03,,992.44535,4.17E-04,,992.55975,2.00E-01,,877.45025,-6.68E-03
,668.62726,0.00E+00,,877.6903338,-1.59E-02,,668.62726,0.00E+00,,877.6903338,1.69E-02,,877.90582,0.00E+00,,877.6903338,3.39E-02,,670.71442,1.70E-04,,872.36,-6.44E-03,,668.62726,8.50E-03,,872.36,4.74E-03,,872.36,6.00E-03,,670.71442,1.70E-04,,670.71442,1.40E-04,,877.69033,1.21E-03,,877.6903338,3.89E-03,,992.72826,3.22E-02,,877.6903338,3.89E-02,,992.61499,9.28E-05,,992.72826,1.99E-01,,877.69033,1.40E-02
,668.75056,2.04E-02,,877.9304207,1.25E-03,,668.75056,1.24E-02,,877.9304207,-1.20E-01,,878.14609,0.00E+00,,877.9304207,-7.38E-02,,670.83493,1.39E-04,,872.6,-3.27E-02,,668.75056,8.23E-03,,872.6,-1.00E-02,,872.6,-1.80E-02,,670.83493,1.60E-04,,670.83493,1.06E-04,,877.93042,-4.39E-02,,877.9304207,-2.11E-03,,992.89678,3.02E-02,,877.9304207,-1.73E-02,,992.78464,6.96E-04,,992.89678,1.84E-01,,877.93042,-4.69E-03
,668.87387,0.00E+00,,878.1705144,2.14E-02,,668.87387,0.00E+00,,878.1705144,-2.89E-02,,878.38637,0.00E+00,,878.1705144,5.93E-02,,670.95544,1.70E-04,,872.84,3.05E-02,,668.87387,3.37E-03,,872.84,6.59E-03,,872.84,4.08E-03,,670.95544,1.66E-04,,670.95544,9.50E-05,,878.17051,4.18E-02,,878.1705144,5.74E-03,,993.06529,3.06E-02,,878.1705144,1.52E-02,,992.95429,9.28E-05,,993.06529,1.81E-01,,878.17051,1.86E-02
,668.99719,6.29E-04,,878.4106147,-2.12E-02,,668.99719,1.43E-02,,878.4106147,-1.02E-01,,878.62665,0.00E+00,,878.4106147,-8.20E-02,,671.07595,1.73E-04,,873.08,1.82E-02,,668.99719,1.18E-02,,873.08,-1.14E-02,,873.08,-5.36E-03,,671.07595,1.51E-04,,671.07595,1.06E-04,,878.41061,-2.45E-02,,878.4106147,5.41E-03,,993.23381,2.85E-02,,878.4106147,-6.24E-03,,993.12394,0.00E+00,,993.23381,1.69E-01,,878.41061,-9.58E-03
,669.12052,0.00E+00,,878.6507217,-2.76E-02,,669.12052,0.00E+00,,878.6507217,-3.45E-02,,878.86694,0.00E+00,,878.6507217,3.91E-02,,671.19647,1.71E-04,,873.32,6.02E-02,,669.12052,1.82E-03,,873.32,6.33E-03,,873.32,4.08E-03,,671.19647,1.43E-04,,671.19647,1.10E-04,,878.65072,3.95E-02,,878.6507217,8.95E-05,,993.40233,4.03E-02,,878.6507217,1.64E-02,,993.29359,9.28E-05,,993.40233,1.66E-01,,878.65072,2.27E-02
,669.24386,1.29E-03,,878.8908354,-4.50E-02,,669.24386,1.66E-02,,878.8908354,-1.58E-01,,879.10724,0.00E+00,,878.8908354,-7.77E-02,,671.31699,1.71E-04,,873.56,-2.94E-02,,669.24386,6.97E-03,,873.56,-4.10E-03,,873.56,-5.36E-03,,671.31699,1.28E-04,,671.31699,9.72E-05,,878.89084,-3.86E-02,,878.8908354,-6.72E-04,,993.57084,3.63E-02,,878.8908354,2.66E-03,,993.46325,1.39E-04,,993.57084,1.60E-01,,878.89084,-9.09E-03
,669.36722,0.00E+00,,879.1309559,-1.91E-02,,669.36722,0.00E+00,,879.1309559,-5.29E-02,,879.34755,0.00E+00,,879.1309559,3.51E-02,,671.4375,1.67E-04,,873.8,-1.93E-02,,669.36722,1.11E-02,,873.8,5.01E-03,,873.8,6.18E-03,,671.4375,1.22E-04,,671.4375,1.03E-04,,879.13096,1.67E-02,,879.1309559,2.53E-03,,993.73936,2.67E-02,,879.1309559,1.47E-02,,993.6329,9.28E-05,,993.73936,1.56E-01,,879.13096,1.73E-02
,669.49058,0.00E+00,,879.371083,-3.49E-02,,669.49058,1.03E-02,,879.371083,-6.27E-02,,879.58786,0.00E+00,,879.371083,-7.99E-02,,671.55802,1.95E-04,,874.04,-1.71E-02,,669.49058,1.06E-02,,874.04,-1.20E-02,,874.04,5.83E-04,,671.55802,1.49E-04,,671.55802,1.46E-04,,879.37108,-8.89E-03,,879.371083,-8.89E-03,,993.90788,2.34E-02,,879.371083,-2.53E-02,,993.80256,1.39E-04,,993.90788,1.60E-01,,879.37108,-1.00E-02
,669.61395,6.67E-04,,879.6112168,-3.15E-02,,669.61395,0.00E+00,,879.6112168,-1.74E-02,,879.82818,0.00E+00,,879.6112168,5.32E-02,,671.67854,1.78E-04,,874.28,8.40E-04,,669.61395,4.62E-03,,874.28,3.95E-03,,874.28,9.33E-03,,671.67854,1.52E-04,,671.67854,1.67E-04,,879.61122,3.81E-02,,879.6112168,7.27E-03,,994.0764,3.63E-02,,879.6112168,3.63E-02,,993.97222,9.28E-05,,994.0764,1.56E-01,,879.61122,1.13E-02
,669.73732,5.51E-03,,879.8513572,-5.54E-03,,669.73732,1.15E-02,,879.8513572,-1.46E-01,,880.06851,0.00E+00,,879.8513572,-7.82E-02,,671.79907,1.80E-04,,874.52,-8.12E-03,,669.73732,7.30E-03,,874.52,-6.08E-03,,874.52,1.46E-03,,671.79907,1.59E-04,,671.79907,1.58E-04,,879.85136,-1.75E-02,,879.8513572,-1.05E-03,,994.24492,3.03E-02,,879.8513572,7.10E-03,,994.14188,1.39E-04,,994.24492,1.63E-01,,879.85136,-5.35E-02
,669.86071,0.00E+00,,880.0915044,1.50E-02,,669.86071,0.00E+00,,880.0915044,4.32E-02,,880.30885,0.00E+00,,880.0915044,3.91E-02,,671.91959,1.55E-04,,874.76,3.64E-03,,669.86071,1.09E-02,,874.76,-8.99E-03,,874.76,1.46E-03,,671.91959,1.49E-04,,671.91959,1.44E-04,,880.0915,4.04E-02,,880.0915044,1.26E-02,,994.41344,4.49E-02,,880.0915044,2.75E-02,,994.31155,0.00E+00,,994.41344,1.58E-01,,880.0915,4.78E-02
,669.98411,1.11E-02,,880.3316582,-4.03E-02,,669.98411,8.92E-03,,880.3316582,-1.48E-01,,880.54919,0.00E+00,,880.3316582,-7.92E-02,,672.04012,9.97E-05,,875,1.32E-02,,669.98411,3.71E-03,,875,4.35E-03,,875,-8.86E-03,,672.04012,1.04E-04,,672.04012,1.10E-04,,880.33166,-5.41E-02,,880.3316582,-1.96E-02,,994.58196,3.04E-02,,880.3316582,2.19E-03,,994.48122,1.39E-04,,994.58196,1.54E-01,,880.33166,-8.15E-03
,670.10752,0.00E+00,,880.5718187,-3.01E-02,,670.10752,0.00E+00,,880.5718187,-1.47E-01,,880.78955,0.00E+00,,880.5718187,-6.72E-02,,672.16064,3.34E-04,,875.24,-1.43E-02,,670.10752,5.70E-03,,875.24,-9.65E-03,,875.24,-3.26E-03,,672.16064,2.99E-04,,672.16064,2.73E-04,,880.57182,-1.50E-02,,880.5718187,-1.28E-02,,994.75048,3.49E-02,,880.5718187,2.88E-03,,994.65089,0.00E+00,,994.75048,1.52E-01,,880.57182,-1.63E-02
